PartnerGroup,SiteID,SiteName,Latitude,Longitude,ElevationMeters,State,SpeciesID,Genus,Species,SpeciesDesc,Kingdom,SpeciesType,SpeciesCategory,USDASymbol,ITISNumber,PhenophaseID,PhenophaseCategory,PhenophaseDesc,First_Yes_Sample_Size,First_Yes_Year,FirstYes,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,NumLastNo,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Last_Yes_Year,LastYes,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,NumFirstNo,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,498,Leaves,Colored leaves,2,2018,146,2458265,89,125.8650071,57,235,146,6,5,7.071067812,2,2018,319,2458438,0,0,319,319,319,21,0,0,1,'141923',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,500,Flowers,Flowers or flower buds,1,2018,34,2458153,-9999,-9999,34,34,34,13,-9999,-9999,2,2018,145,2458264,111,156.9777054,34,256,145,9.5,2.5,3.535533906,1,'141923',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,501,Flowers,Open flowers,1,2018,34,2458153,-9999,-9999,34,34,34,13,-9999,-9999,2,2018,40,2458159,6,8.485281374,34,46,40,16.5,4.5,6.363961031,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,502,Flowers,Pollen release (flowers),1,2018,34,2458153,-9999,-9999,34,34,34,13,-9999,-9999,2,2018,40,2458159,6,8.485281374,34,46,40,16.5,4.5,6.363961031,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,504,Fruits,Recent fruit or seed drop,1,2018,67,2458186,-9999,-9999,67,67,67,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,516,Fruits,Fruits,1,2018,46,2458165,-9999,-9999,46,46,46,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,371,Leaves,Breaking leaf buds,1,2018,46,2458165,-9999,-9999,46,46,46,12,-9999,-9999,1,2018,67,2458186,-9999,-9999,67,67,67,18,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,390,Fruits,Ripe fruits,1,2018,151,2458270,-9999,-9999,151,151,151,21,-9999,-9999,1,2018,263,2458382,-9999,-9999,263,263,263,13,-9999,-9999,1,'141917',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,467,Leaves,Increasing leaf size,1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,143,2458262,-9999,-9999,143,143,143,8,-9999,-9999,1,'141917',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,471,Leaves,Falling leaves,1,2018,235,2458354,-9999,-9999,235,235,235,1,-9999,-9999,1,2018,293,2458412,-9999,-9999,293,293,293,26,-9999,-9999,1,'141917',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,483,Leaves,Leaves,1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,498,Leaves,Colored leaves,1,2018,235,2458354,-9999,-9999,235,235,235,1,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,1,'141917',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,504,Fruits,Recent fruit or seed drop,1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,235,2458354,-9999,-9999,235,235,235,9,-9999,-9999,1,'141917',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,516,Fruits,Fruits,1,2018,109,2458228,-9999,-9999,109,109,109,3,-9999,-9999,1,2018,240,2458359,-9999,-9999,240,240,240,4,-9999,-9999,1,'141917',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,371,Leaves,Breaking leaf buds,1,2018,67,2458186,-9999,-9999,67,67,67,10,-9999,-9999,1,2018,109,2458228,-9999,-9999,109,109,109,4,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,390,Fruits,Ripe fruits,1,2018,34,2458153,-9999,-9999,34,34,34,13,-9999,-9999,1,2018,244,2458363,-9999,-9999,244,244,244,9,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,467,Leaves,Increasing leaf size,1,2018,67,2458186,-9999,-9999,67,67,67,10,-9999,-9999,1,2018,172,2458291,-9999,-9999,172,172,172,10,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,471,Leaves,Falling leaves,1,2018,234,2458353,-9999,-9999,234,234,234,20,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,483,Leaves,Leaves,1,2018,67,2458186,-9999,-9999,67,67,67,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,498,Leaves,Colored leaves,1,2018,253,2458372,-9999,-9999,253,253,253,9,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,500,Flowers,Flowers or flower buds,1,2018,143,2458262,-9999,-9999,143,143,143,13,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,501,Flowers,Open flowers,1,2018,143,2458262,-9999,-9999,143,143,143,13,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,504,Fruits,Recent fruit or seed drop,1,2018,319,2458438,-9999,-9999,319,319,319,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,516,Fruits,Fruits,1,2018,34,2458153,-9999,-9999,34,34,34,13,-9999,-9999,1,2018,214,2458333,-9999,-9999,214,214,214,20,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,392,Seed cones,Unripe seed cones,1,2018,130,2458249,-9999,-9999,130,130,130,17,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,7,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,393,Seed cones,Ripe seed cones,1,2018,130,2458249,-9999,-9999,130,130,130,17,-9999,-9999,1,2018,319,2458438,-9999,-9999,319,319,319,21,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,472,Needles,Falling needles,1,2018,214,2458333,-9999,-9999,214,214,214,21,-9999,-9999,1,2018,214,2458333,-9999,-9999,214,214,214,20,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,481,Needles,Breaking needle buds (deciduous),1,2018,46,2458165,-9999,-9999,46,46,46,12,-9999,-9999,1,2018,143,2458262,-9999,-9999,143,143,143,8,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,487,Needles,Needles (deciduous),1,2018,46,2458165,-9999,-9999,46,46,46,12,-9999,-9999,1,2018,319,2458438,-9999,-9999,319,319,319,21,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,490,Pollen cones,Pollen cones (conifers),1,2018,340,2458459,-9999,-9999,340,340,340,21,-9999,-9999,1,2018,106,2458225,-9999,-9999,106,106,106,3,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,491,Seed cones,Recent cone or seed drop,1,2018,235,2458354,-9999,-9999,235,235,235,1,-9999,-9999,1,2018,235,2458354,-9999,-9999,235,235,235,5,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,499,Needles,Colored needles,1,2018,182,2458301,-9999,-9999,182,182,182,10,-9999,-9999,1,2018,319,2458438,-9999,-9999,319,319,319,21,-9999,-9999,1,'141924',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,371,Leaves,Breaking leaf buds,1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,67,2458186,-9999,-9999,67,67,67,18,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,390,Fruits,Ripe fruits,1,2018,235,2458354,-9999,-9999,235,235,235,1,-9999,-9999,1,2018,293,2458412,-9999,-9999,293,293,293,26,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,467,Leaves,Increasing leaf size,1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,143,2458262,-9999,-9999,143,143,143,8,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,471,Leaves,Falling leaves,1,2018,253,2458372,-9999,-9999,253,253,253,9,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,483,Leaves,Leaves,1,2018,85,2458204,-9999,-9999,85,85,85,18,-9999,-9999,1,2018,57,2458176,-9999,-9999,57,57,57,10,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,484,Leaves,Young leaves (tree/shrub),1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,85,2458204,-9999,-9999,85,85,85,24,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,498,Leaves,Colored leaves,1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,500,Flowers,Flowers or flower buds,1,2018,67,2458186,-9999,-9999,67,67,67,21,-9999,-9999,1,2018,67,2458186,-9999,-9999,67,67,67,18,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,501,Flowers,Open flowers,1,2018,67,2458186,-9999,-9999,67,67,67,21,-9999,-9999,1,2018,67,2458186,-9999,-9999,67,67,67,18,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,502,Flowers,Pollen release (flowers),1,2018,67,2458186,-9999,-9999,67,67,67,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,504,Fruits,Recent fruit or seed drop,1,2018,253,2458372,-9999,-9999,253,253,253,9,-9999,-9999,1,2018,319,2458438,-9999,-9999,319,319,319,21,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,516,Fruits,Fruits,1,2018,109,2458228,-9999,-9999,109,109,109,24,-9999,-9999,1,2018,293,2458412,-9999,-9999,293,293,293,26,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,371,Leaves,Breaking leaf buds,1,2018,263,2458382,-9999,-9999,263,263,263,7,-9999,-9999,1,2018,263,2458382,-9999,-9999,263,263,263,13,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,390,Fruits,Ripe fruits,1,2018,244,2458363,-9999,-9999,244,244,244,4,-9999,-9999,1,2018,244,2458363,-9999,-9999,244,244,244,9,-9999,-9999,0,'',MultiObserver-StatusConflict,'141921'
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,467,Leaves,Increasing leaf size,1,2018,193,2458312,-9999,-9999,193,193,193,11,-9999,-9999,1,2018,263,2458382,-9999,-9999,263,263,263,13,-9999,-9999,1,'141921',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,471,Leaves,Falling leaves,1,2018,253,2458372,-9999,-9999,253,253,253,9,-9999,-9999,1,2018,293,2458412,-9999,-9999,293,293,293,26,-9999,-9999,1,'141921',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,483,Leaves,Leaves,1,2018,235,2458354,-9999,-9999,235,235,235,1,-9999,-9999,1,2018,214,2458333,-9999,-9999,214,214,214,20,-9999,-9999,1,'141921',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,498,Leaves,Colored leaves,1,2018,253,2458372,-9999,-9999,253,253,253,9,-9999,-9999,1,2018,253,2458372,-9999,-9999,253,253,253,3,-9999,-9999,1,'141921',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,1,2018,143,2458262,-9999,-9999,143,143,143,13,-9999,-9999,1,2018,276,2458395,-9999,-9999,276,276,276,1,-9999,-9999,1,'141921',MultiObserver-StatusConflict,'141921'
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,501,Flowers,Open flowers,1,2018,143,2458262,-9999,-9999,143,143,143,13,-9999,-9999,1,2018,263,2458382,-9999,-9999,263,263,263,13,-9999,-9999,1,'141921',MultiObserver-StatusConflict,'141921'
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,516,Fruits,Fruits,1,2018,244,2458363,-9999,-9999,244,244,244,4,-9999,-9999,1,2018,244,2458363,-9999,-9999,244,244,244,9,-9999,-9999,0,'',MultiObserver-StatusConflict,'141921'
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,371,Leaves,Breaking leaf buds,1,2018,46,2458165,-9999,-9999,46,46,46,12,-9999,-9999,1,2018,276,2458395,-9999,-9999,276,276,276,1,-9999,-9999,1,'141918',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,390,Fruits,Ripe fruits,1,2018,256,2458375,-9999,-9999,256,256,256,3,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,7,-9999,-9999,1,'141918',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,484,Leaves,Young leaves (tree/shrub),1,2018,57,2458176,-9999,-9999,57,57,57,11,-9999,-9999,1,2018,276,2458395,-9999,-9999,276,276,276,1,-9999,-9999,1,'141918',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,500,Flowers,Flowers or flower buds,1,2018,109,2458228,-9999,-9999,109,109,109,24,-9999,-9999,1,2018,172,2458291,-9999,-9999,172,172,172,21,-9999,-9999,1,'141918',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,516,Fruits,Fruits,1,2018,214,2458333,-9999,-9999,214,214,214,21,-9999,-9999,1,2018,244,2458363,-9999,-9999,244,244,244,9,-9999,-9999,1,'141918',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,371,Leaves,Breaking leaf buds,1,2018,67,2458186,-9999,-9999,67,67,67,10,-9999,-9999,1,2018,171,2458290,-9999,-9999,171,171,171,1,-9999,-9999,1,'141926',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,390,Fruits,Ripe fruits,1,2018,293,2458412,-9999,-9999,293,293,293,16,-9999,-9999,1,2018,293,2458412,-9999,-9999,293,293,293,26,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,467,Leaves,Increasing leaf size,1,2018,46,2458165,-9999,-9999,46,46,46,12,-9999,-9999,1,2018,263,2458382,-9999,-9999,263,263,263,13,-9999,-9999,1,'141926',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,471,Leaves,Falling leaves,1,2018,143,2458262,-9999,-9999,143,143,143,13,-9999,-9999,1,2018,143,2458262,-9999,-9999,143,143,143,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,483,Leaves,Leaves,1,2018,234,2458353,-9999,-9999,234,234,234,20,-9999,-9999,1,2018,182,2458301,-9999,-9999,182,182,182,11,-9999,-9999,1,'141926',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,498,Leaves,Colored leaves,1,2018,143,2458262,-9999,-9999,143,143,143,13,-9999,-9999,1,2018,143,2458262,-9999,-9999,143,143,143,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,500,Flowers,Flowers or flower buds,1,2018,85,2458204,-9999,-9999,85,85,85,18,-9999,-9999,1,2018,277,2458396,-9999,-9999,277,277,277,16,-9999,-9999,1,'141926',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,501,Flowers,Open flowers,1,2018,85,2458204,-9999,-9999,85,85,85,18,-9999,-9999,1,2018,277,2458396,-9999,-9999,277,277,277,16,-9999,-9999,1,'141926',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,502,Flowers,Pollen release (flowers),1,2018,113,2458232,-9999,-9999,113,113,113,4,-9999,-9999,1,2018,277,2458396,-9999,-9999,277,277,277,16,-9999,-9999,1,'141926',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,504,Fruits,Recent fruit or seed drop,1,2018,293,2458412,-9999,-9999,293,293,293,16,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,516,Fruits,Fruits,1,2018,256,2458375,-9999,-9999,256,256,256,12,-9999,-9999,1,2018,293,2458412,-9999,-9999,293,293,293,26,-9999,-9999,1,'141926',-9999,''
